15 11
01110000000
01010000000
11111110000
11010010000
11010010000
11010010000
11010010000
11010010000
11010010000
11111110000
11111111110
11110100010
11110100010
11110100010
11111111110
38
1 2 3 4
1 2 10 4
1 2 11 4
1 2 12 4
1 2 13 4
1 2 14 4
1 2 15 4
3 1 10 4
3 1 10 7
3 2 10 4
3 2 10 7
3 4 10 7
3 1 11 4
3 1 11 7
3 2 11 4
3 2 11 7
3 4 11 7
3 1 12 4
3 2 12 4
3 1 13 4
3 2 13 4
3 1 14 4
3 2 14 4
3 1 15 4
3 2 15 4
10 1 15 6
10 2 15 6
10 3 15 6
10 4 15 6
11 1 15 6
11 1 15 10
11 2 15 6
11 2 15 10
11 3 15 6
11 3 15 10
11 4 15 6
11 4 15 10
11 6 15 10
