19 12
011111111111
010100001001
011111111111
010000000011
010000000011
010111100011
010100100011
010100100011
010111111011
010110101011
111110101011
110110101011
111110101011
010110101011
011111111111
010100100001
010100100001
011111111111
000111100000
39
1 2 3 4
1 2 3 9
1 2 3 12
1 4 3 9
1 4 3 12
1 9 3 12
1 2 15 12
1 2 18 12
3 2 15 11
3 2 15 12
3 2 18 12
6 4 9 7
6 4 15 7
6 4 18 7
6 4 19 7
9 4 15 7
9 4 15 9
9 5 15 7
9 5 15 9
9 7 15 9
9 4 18 7
9 4 19 7
11 1 13 4
11 1 13 5
11 2 13 4
11 2 13 5
11 2 15 4
11 2 15 5
11 2 18 4
13 2 15 4
13 2 15 5
13 2 18 4
15 2 18 4
15 2 18 7
15 2 18 12
15 4 18 7
15 4 18 12
15 7 18 12
15 4 19 7
